ACCESSION,DESCRIPTION,INTENSITY_1,INTENSITY_2,INTENSITY_3,INTENSITY_4,INTENSITY_5,INTENSITY_6,INTENSITY_7,INTENSITY_8,INTENSITY_9,INTENSITY_10,INTENSITY_11,INTENSITY_12,INTENSITY_13,INTENSITY_14,INTENSITY_15,INTENSITY_16,INTENSITY_17
D6RGB1,Aldo-keto reductase family 1 member C13 OS=Mus musculus OX=10090 GN=Akr1c13 PE=4 SV=1 ,8.63740623313036e-05,0.00010708204143170881,0.00010868164081303345,9.713542737707452e-05,2.898788128342249e-05,0.0001721238197135797,7.383360341849927e-05,3.719634328838036e-05,5.577889239581054e-05,0.00010168414990042164,9.360356412522927e-06,6.982969021321412e-05,2.263756263383967e-05,1.2007658551244936e-06,2.0178574394435392e-05,1.3036612436165341e-05,7.014375126829228e-05
Q91VK2,Eef1d protein OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=1 ,0.00014611626040982403,0.00021497234929803002,3.738602916669572e-05,0.00022869012872918585,0.0002672805032770478,3.6137196081923535e-05,0.00034752916862345305,0.0003109856883880118,4.9025242648842716e-05,0.0002851049136721586,1.3508642701092987e-05,0.00010522915188804963,6.236536347157275e-05,3.8850861397133204e-05,0.00012044831418300337,0.0002162225277238815,0.00025219860655692494
A0A087WSP1,Mucin-2 (Fragment) OS=Mus musculus OX=10090 GN=Muc2 PE=1 SV=1 ,0.0007437059028133851,0.0006585864379787524,0.0007103158944709126,0.0007899108983835708,0.0009705560763914035,0.0006539366090653383,0.0007478719346808063,0.001413201107566557,0.0008200836053291707,0.0008617760969471104,0.001012458306383844,0.0007787936933130436,0.0012634337013529375,0.0009348325671517183,0.0021160581764413313,0.001887805984130447,0.0006240414260703537
Q8VC28,Aldo-keto reductase family 1 member C13 OS=Mus musculus OX=10090 GN=Akr1c13 PE=1 SV=2 ,0.0008378249149672155,0.001301496614985298,0.0006304639677316936,0.0013460117411381043,0.0017782129366376899,0.0010592418843560424,0.001844371993729163,0.00043107073461713376,0.0010198610256072248,0.0012926580574728393,0.0003436721423270318,0.0011044700053704675,0.0008815822261704801,0.00021344160728054625,0.0007196729237840999,0.000846063166093294,0.0015970826399713403
A0A087WSP0,Dystonin OS=Mus musculus OX=10090 GN=Dst PE=1 SV=1 ,4.556801318366052e-05,3.5398591977969935e-05,5.307462472161862e-05,3.784341374781448e-05,4.8598685226459505e-06,6.384714625998958e-05,2.118576532473171e-05,2.705688946334718e-05,2.831043093189132e-05,2.6036908917009815e-05,6.369916133136435e-06,1.3711857753582976e-05,4.0613986414918e-05,4.015095520986726e-06,3.03642452456304e-05,4.3762513420845246e-05,3.4602827142874774e-05
D3YZT5,Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Vdac2 PE=1 SV=1 ,1.6697170815694748e-06,4.032493307341346e-07,4.689734363904092e-07,1.221252350490515e-06,2.454120009565554e-06,2.5459004768369574e-07,5.725152945716312e-07,1.3486187585612942e-07,1.0354967601628978e-06,5.995255938894746e-06,9.67339784374871e-07,4.576107350355456e-06,1.4029368113216655e-07,2.508411836946673e-06,2.4133060417482397e-06,2.0008169151099716e-06,3.133696093457463e-06
P46664,Adenylosuccinate synthetase isozyme 2 OS=Mus musculus OX=10090 GN=Adss PE=1 SV=2 ,4.2332672581866334e-05,2.229592026244247e-05,4.619030945438432e-05,9.415959936503356e-05,0.00011486651799610487,1.9415275074808986e-05,7.068915843817817e-05,0.00022904792975454708,5.2300191166615616e-05,5.562830217306497e-05,5.9022156134072615e-05,7.704642775259903e-05,3.60390078695169e-05,3.6877967404477743e-06,4.191826485885101e-05,0.00012215384915307363,5.159496746099484e-05
Q8K1R3,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Pnpt1 PE=1 SV=1 ",1.3333226920717998e-05,1.569446989234722e-05,2.9098780656855238e-05,3.213199962200637e-06,9.270027083516515e-06,5.998044603326584e-06,6.5122430230984125e-06,4.316065822699987e-05,9.890356577545784e-06,6.8551130793599055e-06,1.7717550810365604e-05,3.1128066358926458e-06,1.890481509972031e-05,8.966401554936987e-05,2.307831538211243e-05,8.845656528829151e-06,7.321824813022845e-06
A0A0U1RNJ1,Fatty acid synthase OS=Mus musculus OX=10090 GN=Fasn PE=1 SV=1 ,0.0008376362379673835,0.0006863905937097925,0.0007890851176901596,0.0010615621114253761,0.0006773434195465606,0.0006789260661107867,0.0009325369525571085,0.0006104185102372968,0.0007096765024960683,0.0008909008453348561,0.0012786542104328304,0.0036267730457393054,0.0009648724563301616,0.0010559131891329377,0.0008800431784489348,0.0013403147810368793,0.0007152168019040431
H3BLE7,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Mus musculus OX=10090 GN=Ppp2r1b PE=1 SV=1 ,1.977782593480542e-05,8.015163399379771e-06,2.6471705587898497e-05,6.428799344109378e-06,2.2107482993038458e-05,1.7808601728734893e-05,1.889600496804134e-05,1.871580422596553e-05,1.100956624622307e-05,6.554475935150544e-06,9.880207859968326e-06,6.90618915976714e-06,4.831411221554808e-06,1.1484979834250302e-05,1.147336206330054e-05,1.4451317717163865e-05,2.4307410093855165e-05
A0A0G2JG04,Phosphoglucomutase-2 (Fragment) OS=Mus musculus OX=10090 GN=Pgm2 PE=1 SV=1 ,6.328620181573641e-06,1.5716542781896472e-05,1.4572452937564944e-05,8.603545865760347e-06,1.242581018033307e-05,1.3221577805550201e-05,7.2680576154607995e-06,8.781283552452222e-06,8.860756067091831e-06,1.5921128704211594e-05,2.935215812483549e-05,1.057579279850746e-05,2.4519061753131496e-06,5.637618130791843e-06,2.5175426584663978e-05,5.420641916029016e-05,1.41941914124925e-05
Q9WTP7,"GTP:AMP phosphotransferase AK3, mitochondrial OS=Mus musculus OX=10090 GN=Ak3 PE=1 SV=3 ",5.118301534222065e-05,0.00015228325249359227,1.397327747329753e-06,6.30495351600588e-05,5.737134590243109e-05,3.291910873264715e-05,8.550065093792612e-05,2.7708861652482793e-05,0.00012062221631158268,4.833233305380674e-05,1.1647716506570577e-05,5.774367699936628e-05,1.2338418794398187e-05,1.7837799373856675e-05,1.2376416376806409e-05,2.9026605591143326e-05,3.527868575911131e-05
O70370,Cathepsin S OS=Mus musculus OX=10090 GN=Ctss PE=1 SV=2 ,6.032771456122395e-05,2.0093991744013957e-05,6.182319284873523e-05,4.965184690726838e-05,0.0003287205361489081,3.6734880415040525e-05,0.00033831991256835564,2.220420368060721e-05,0.00017832456183954895,0.00015441506792062906,7.47077690604103e-05,3.407932231557594e-05,6.366764645337615e-05,0.00010838138443193723,9.579566347091144e-05,2.282885176991941e-05,0.00020933843668510775
Q9WTP6,"Adenylate kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=5 ",3.0188326693022518e-05,2.5363483594997605e-05,4.189157735197289e-05,3.969262890642973e-05,5.707782541269453e-05,7.002120571623545e-05,2.6727680730733298e-05,2.9647426470500905e-05,5.126983152362091e-05,4.39992021337902e-05,0.00029205799828278643,5.704262553578327e-05,0.00010435773159890783,0.00044666589760542234,0.00011213564221697338,0.00017794890344100558,5.260499415614484e-05
Q60605,Myosin light polypeptide 6 OS=Mus musculus OX=10090 GN=Myl6 PE=1 SV=3 ,8.690534246443769e-05,0.00015910987832264598,7.081745587482783e-05,6.353743734597923e-05,3.061051118742047e-05,4.5754205662955846e-05,4.3761519666693754e-05,5.986889994006552e-05,4.749466616719256e-05,9.941323309276013e-05,1.4229647495547329e-05,9.233547556398864e-05,9.113740286457327e-06,2.1628116479790633e-05,3.1071359858083823e-05,3.78216427186396e-05,5.8725208186193935e-05
Q9WTP5,Cadherin-22 OS=Mus musculus OX=10090 GN=Cdh22 PE=1 SV=2 ,4.9299571696649736e-06,2.4349490061865402e-06,1.0964913524888545e-05,2.8521753482304873e-06,2.200966433983437e-06,9.84620119901094e-07,2.616523665101206e-07,7.238470805130782e-06,2.058235865561153e-06,1.9054154010472122e-06,1.112032077728804e-05,9.248382191534411e-07,7.703493531049237e-06,1.0069865210748496e-05,2.7400396579506788e-05,8.28519179115012e-06,1.1292906313486872e-06
Q60604,Adseverin OS=Mus musculus OX=10090 GN=Scin PE=1 SV=3 ,0.0003383889333250612,0.00031664010140871685,0.00038177531843181016,0.00037257594875755466,0.0005450344250841192,0.00036774582460780754,0.00043726414317675185,0.0003475458813840309,0.0005311961539749167,0.0003249479260673527,0.0004411184092300805,0.00017957689232741465,0.0003023390691921109,0.0003454960156579513,0.0003792456016912622,0.000319501385236866,0.0003318056083354349
Q80X19,Collagen alpha-1(XIV) chain OS=Mus musculus OX=10090 GN=Col14a1 PE=1 SV=2 ,7.914360856032978e-06,2.255939842480818e-05,1.3889919965344679e-05,6.637053565655342e-06,1.479732119209531e-05,9.295719924117498e-06,2.909090929154858e-06,1.3146197971720208e-05,5.250053489246602e-05,3.950170111320975e-05,1.322365174867662e-06,3.5154199748634567e-05,8.369956013133741e-06,4.490386906072334e-06,1.3478861386386221e-05,2.4227684383205845e-05,2.6969878829411362e-05
A0A140LJB5,Nucleosome assembly protein 1-like 4 (Fragment) OS=Mus musculus OX=10090 GN=Nap1l4 PE=1 SV=1 ,1.152303919454239e-05,1.3694547295690848e-05,1.7100331813419337e-05,2.5525068129223282e-05,3.278133778297894e-05,4.121754763035145e-06,2.506016685738754e-05,4.630092227356556e-06,2.81277044621791e-05,6.356365400851596e-06,2.1927446677716037e-05,6.8393162523037375e-06,2.615825530773406e-05,4.252718869313474e-05,3.771569528788281e-06,2.460385828930053e-05,1.5593403382375447e-05
D3Z5G7,Carboxylic ester hydrolase OS=Mus musculus OX=10090 GN=Ces1b PE=1 SV=1 ,0.00014632472080863167,9.266396657819498e-05,0.0007478566634049585,0.00014566312688969982,0.00047187338384544337,0.00023393786573027033,0.0003651513747575651,0.000260538493131308,0.0001765814386245021,0.0006024639934764201,0.00012777704730733682,0.00018466284795923935,0.00039069194464815937,0.00022743284722133092,0.00017470520587666548,0.0001862340965667036,0.00028836087316616566
D9J302,ENH isoform 1e OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=1 ,4.646569835198927e-06,4.613373852601811e-06,3.9142035557643405e-06,1.998281859609266e-06,2.9395450227111333e-06,5.338499483229039e-06,8.913901708838337e-07,1.0784857041759062e-06,2.5542250086136954e-06,5.991738191810569e-06,2.9316354400536253e-05,5.864308036177295e-06,2.9061699733630384e-05,3.2961343019587264e-06,1.223628820802927e-05,1.7241287495774193e-05,4.60904367181165e-06
D9J301,ENH isoform 1d OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=1 ,4.646569835198927e-06,4.613373852601811e-06,3.9142035557643405e-06,1.998281859609266e-06,2.9395450227111333e-06,5.338499483229039e-06,8.913901708838337e-07,1.0784857041759062e-06,2.5542250086136954e-06,5.991738191810569e-06,2.9316354400536253e-05,5.864308036177295e-06,2.9061699733630384e-05,3.2961343019587264e-06,1.223628820802927e-05,1.7241287495774193e-05,4.60904367181165e-06
D9J300,ENH isoform 1c OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=1 ,4.646569835198927e-06,4.613373852601811e-06,3.9142035557643405e-06,1.998281859609266e-06,2.9395450227111333e-06,5.338499483229039e-06,8.913901708838337e-07,1.0784857041759062e-06,2.5542250086136954e-06,5.991738191810569e-06,2.9316354400536253e-05,5.864308036177295e-06,2.9061699733630384e-05,3.2961343019587264e-06,1.223628820802927e-05,1.7241287495774193e-05,4.60904367181165e-06
A2A4X6,MCG21910 OS=Mus musculus OX=10090 GN=Gm12355 PE=4 SV=1 ,6.769071844931547e-06,8.456946757632094e-06,3.471719245548654e-05,0.0001280209394672337,1.7256825671150427e-05,3.0236660570618865e-05,1.5605182058416032e-05,4.8189860819936724e-05,3.198564024965859e-05,1.8199392364081234e-05,8.619009661900813e-06,2.2026215125194224e-05,1.5764992639468622e-05,1.8594817015356575e-05,7.396315843806733e-06,6.591303941164489e-05,9.932282733196612e-06
Q58EV3,Major urinary protein 1 OS=Mus musculus OX=10090 GN=Mup7 PE=2 SV=1 ,9.898322177744317e-05,5.63896186422813e-05,0.00011515497633936887,9.877443740981692e-05,0.00012584157378403248,6.931305210067484e-05,9.335096369420745e-05,6.572877224329827e-05,0.0001080296634574667,0.00028773752673192884,0.00018713469188700162,0.00011498242952890788,8.419375934552743e-05,0.00013334893197060904,0.00016241503571264701,0.0001525131916491807,9.866963586981859e-05
E9Q6J5,Biorientation of chromosomes in cell division protein 1-like 1 OS=Mus musculus OX=10090 GN=Bod1l PE=1 SV=1 ,1.3622568090609457e-06,7.269126006464645e-06,3.743602625088061e-06,5.6070146038526695e-06,2.228486159567258e-07,2.906968556745732e-06,6.884960316664332e-06,7.854249902153953e-08,3.4862890952643064e-06,3.6479695904925853e-06,3.64856845050662e-05,2.008025188956034e-06,1.4066993721003906e-06,3.88724763472397e-05,2.112735897801592e-05,1.761281584067616e-06,3.9887466969138775e-07
A0A1W2P7X0,Costars family protein ABRACL (Fragment) OS=Mus musculus OX=10090 GN=Abracl PE=1 SV=1 ,7.973487056141786e-06,6.282894222498995e-06,1.0727903631375927e-05,7.075010949830603e-06,1.2733056132611454e-05,9.848930668266576e-06,8.179412246535996e-06,4.568653212167907e-06,6.202915040043348e-06,4.611347291533645e-06,7.509613918963624e-07,6.735203593246969e-06,5.085694152974404e-07,2.2345210109421536e-06,5.2285847861567586e-06,6.787150222533203e-07,5.959333632764103e-06
A0A0N4SVR6,"RAB7, member RAS oncogene family OS=Mus musculus OX=10090 GN=Rab7 PE=1 SV=1 ",3.875593394965149e-05,1.2089152254030038e-05,2.271507685950139e-05,3.0472157012876302e-05,2.715849116732596e-05,4.3261800389258056e-05,3.2299637788364646e-05,2.035713478473319e-05,1.4895876678406865e-05,2.7337472406008012e-05,6.0443538465885504e-06,5.68407718298568e-05,3.432402160320402e-05,9.775878665390563e-06,4.361702919653479e-05,4.2081497329709315e-05,7.621303035936355e-05
Q6ZWN5,40S ribosomal protein S9 OS=Mus musculus OX=10090 GN=Rps9 PE=1 SV=3 ,0.00019378931505124536,0.00014069204109556284,0.0001375764207786355,0.0001539052409005304,0.00020295590125249212,0.00016726597976626795,0.0002423660013607285,7.024475289835037e-05,0.00017393502763510648,0.00016994170898225274,0.00019482345088517005,0.0001843626889189266,0.0002542375345556443,0.00038892999685625584,0.0003182074216583967,0.00027222158100173555,0.0001802504326914417
F7ANV6,Annexin (Fragment) OS=Mus musculus OX=10090 GN=Anxa4 PE=1 SV=1 ,0.0002354730710910098,0.00011043800024598756,0.00014446736429817912,0.00046513831055611726,0.0002451101992590288,0.0002245667813291707,0.0003278709102855741,0.00017052254235444856,0.00029974017389888086,0.00011728551389776786,0.00020094447588628764,0.00011530476668087176,0.00038962757385518047,0.0004604393931607441,0.00027298588270913387,0.0005151407040296516,0.00013043601681991059
