"ClusterID","control_1","control_2","control_3","control_4","control_5","control_6","control_7","control_8","control_9","treatment_1","treatment_2","treatment_3","treatment_4","treatment_5","treatment_6","treatment_7","treatment_8","ClusterID2","ID","treatment_C.I.","control_C.I.","Log2foldchange","p.adj","p.val","significant","treatment_vs_control_significant","cluster_representative"
11,23.8437487634169,22.2627222808886,24.6964667982662,20.8373538295669,23.5063078232594,24.3505594022986,21.2472037737717,25.5953121235381,19.137233829747,25.6081181918735,22.9585969635551,22.713111257438,18.9877913788386,26.8031991483654,23.9741939099557,22.5716380863062,23.0514495992956,11,11,-1.42601784289946,2.43150722686132,0.502744691980929,0.978412539687175,0.595238875466656,"False","False","WP_094502970.1"
110,25.0932728404583,25.5651426470783,24.7250457807336,23.6452409621753,23.1656243821149,25.7310358283328,22.155973794283,22.4301383265806,22.9219916214675,24.0926890820628,23.311545309776,22.4334502004886,23.2243485519856,24.9442935710131,23.9885404633085,24.8592486025649,22.5749814950935,110,110,-1.48367816768679,0.966848890487968,-0.258414638599412,0.979544264271969,0.666968948956207,"False","False","sp|P46940|IQGA1_HUMAN"
1117,21.9658497961819,24.0586268848964,23.4173047698823,22.1163227009264,20.7142580969137,23.6576045594479,23.2282694155323,22.0491695345726,21.5369225619007,22.3647766864729,20.8293216898923,20.1253819374199,24.0123628217976,21.2373628636096,22.4806933310527,21.3034106462923,20.9595760926761,1117,1117,-2.0720552193757,0.345981554400351,-0.863036832487673,0.961099885056187,0.153498044381897,"False","False","ROSINTL182_08711"
1119,21.8902898860798,21.2855512275191,24.3146707781545,23.596260289527,26.5526269893179,23.4940568261542,23.2490723549167,23.2699594658405,23.8265021315395,25.0877729836808,22.9639071377593,24.4913501161021,23.7947056853319,23.4866004752105,23.3104552445339,22.8841308238746,25.9133504101163,1119,1119,-0.80848556541076,1.79622268477437,0.493868559681804,0.975247434864266,0.441130036908713,"False","False","sp|Q8R0I0|ACE2_MOUSE"
1120,23.0060883914641,21.3154177114751,24.6531185195493,23.9724381235196,22.3635861771641,23.4105932937697,23.97015505315,24.1114386562977,24.3853612286518,24.6924309731891,25.7892038732061,24.4917340947148,26.4466458804853,26.4518829574346,26.5887508720951,26.6739031230745,23.3673810219431,1120,1120,0.898359764159002,3.29641295597853,2.09738636006876,0.736776975889046,0.00142202897541795,"False","False","WP_016278950.1"
1129,23.4592100879755,24.5831555517743,24.4277173166043,24.5826421950431,21.6420023195017,23.6002698978111,24.8855435719339,23.6180760438377,24.6602131839043,21.0900167676322,20.2758085084649,19.6807046196613,26.2177996557797,24.8014412583355,26.0321000139497,24.583488544643,23.2049600268078,1129,1129,-2.42266258434915,1.01450239574858,-0.704080094300284,0.974311256502609,0.405802034755911,"False","False","sp|Q571I9|A16A1_MOUSE"
1134,20.5516200278125,19.1967149767292,21.4551500957203,21.2415450616947,22.3632861902589,22.0335150867746,20.8951455278959,22.5707317223961,22.1202638268646,21.7316434517543,22.5991818903528,22.0596903678549,22.5934387686574,21.6343732556731,21.4229589031138,24.7770285115361,23.1773988547737,1134,1134,-0.0359045911657183,2.27306142183989,1.11857841533709,0.941406251078051,0.0569607365698239,"False","False","SRS021484.203741-T1-C"
1146,19.4398998556715,21.0806854795429,23.5133091831332,21.1070190776981,19.1910375207212,22.449629781944,19.993581107649,23.5758926934753,20.199058823653,21.6245505091175,19.8204454409014,19.9244326932739,19.44819093287,19.9483572495935,19.1438041977198,23.3404681586803,22.6356902257942,1146,1146,-1.94871055594733,1.07572573604869,-0.43649240994932,0.977728090614069,0.55660122851883,"False","False","sp|P47859|PFKAP_RABIT"
1164,22.7776815293081,23.7215883124709,22.9084164440219,22.6997488704323,21.3731646554652,22.7057937248421,18.9873556211874,21.1863204173919,19.5981542996474,24.5255237960363,24.416126104108,26.5891375383433,28.3913301708098,24.819588609363,30.2520198286716,29.9121292139068,24.3796031148787,1164,1164,3.04501523663301,6.73007738522585,4.88754631092943,0.137977313419129,1.32835881889471e-05,"True","True","WP_081700812.1"
1178,21.6049915717729,23.2779658539067,24.6850282726312,21.8600624518685,24.2110314702717,25.4672069772214,22.4274693780733,26.9582143494094,22.4458001797406,24.8372598832028,25.5945603286054,24.6646347218046,23.2530265575827,21.944356401412,20.7964777378399,23.9877066488552,24.0618810558205,1178,1178,-1.58735263200839,1.55282390914565,-0.0172643614313657,0.983180112342598,0.982065273217206,"False","False","sp|GELS_HUMAN|"
1187,25.8643057038105,25.4372858508581,26.4641250435339,24.6340943582809,24.9339125313831,27.8241136748548,26.2829446556053,24.6485800891838,26.3887694019554,27.9823484615525,25.1245395918968,26.5285769474913,23.8386769954381,24.8080466669652,24.2559554448407,23.0444241378361,25.57226555148,1187,1187,-1.98819743042574,0.61509892214187,-0.686549254141937,0.970122476418452,0.286834604755591,"False","False","sp|P16276|ACON_PIG"
1198,22.8411727252323,23.2708436594709,23.814853695151,22.4044311328654,21.3556081138107,23.6385701448442,22.0086361778432,23.6090162611008,23.3286951949264,21.0165566796982,19.8985452967261,21.9783250246729,18.8526818952852,19.8267936243228,19.2972611065217,22.498211076586,21.7856304632166,1198,1198,-3.44977644052854,-1.09990606887965,-2.2748412547041,0.624774389514131,0.000543711032730759,"False","False","SRS023914.43273-T1-C"
1227,20.9604340093405,22.0798734109981,21.4324282270757,23.4931121018907,19.6244867001327,19.0031967089325,24.7093332278867,22.9586180251854,23.763775647461,21.997907173734,20.3384458734341,20.963827430091,22.7998394925384,25.183711736792,23.9544189164319,22.8287381171331,20.3821458773179,1227,1227,-1.35714520621245,1.96379095860205,0.303322876194798,0.98014152949162,0.70922609037553,"False","False","WP_089860409.1"
1228,29.5037614008363,30.6118935477465,29.8892151545108,29.715485277844,29.5785335222806,29.5902207245312,30.4464701212026,29.856253520879,30.8869660121889,29.8103062407188,30.1875758338904,28.6941743753554,30.7553086771491,29.6170039436843,30.1969121643701,29.9904263244543,29.1010686520399,1228,1228,-1.11038045068397,0.681063552039544,-0.214658449322211,0.97890324380193,0.625073849741195,"False","False","sp|O70570|PIGR_MOUSE"
1229,23.7104112874173,22.8091705056005,24.336415232935,25.7999805564541,24.1349661443628,24.0927687525369,23.4567538354827,22.0349027111107,22.6198044409424,23.763798336174,23.2122851561927,23.5665600920791,24.9945827072593,25.5071175878792,22.7170527911372,21.9472687983033,23.9621494612768,1229,1229,-1.14509928913169,1.23054225129768,0.0427214810829959,0.982794427769728,0.94138806433579,"False","False","sp|P19801-2|AOC1_HUMAN"
123,25.7673017617913,26.4439661414731,26.5392581064051,26.5967108538915,24.7820262768412,27.1973373513266,25.6308320949097,28.2470814954891,26.349210013454,28.0245470386204,26.739686410895,29.3536256151651,29.1149637785254,27.4522357958991,27.5499034552261,27.3698457078857,26.7784234915709,123,123,0.305331894826479,2.50075946293563,1.40304567888105,0.896950532501034,0.0144554017677507,"False","False","sp|Q63041|A1M_RAT"
1241,27.8560973387542,28.3363019388837,28.2049662141699,28.9814811158517,28.5680486666345,28.0376466565997,28.8099171739194,28.7609441914488,28.8422452525663,28.0050894380386,29.1428600072088,28.1543126594574,29.8788081759897,29.7957904867993,27.6165668122392,29.9519473651361,28.3792328944354,1241,1241,-0.574170269488843,1.328066996242,0.376948363376581,0.974728632433131,0.421069824638171,"False","False","sp|P14740|DPP4_RAT"
127,23.433615238236,19.8015946967416,21.5138909283466,21.426366628828,22.5657496466856,23.1405530218604,20.623426969199,24.9068919714691,20.364856018841,24.254612950333,23.893207731982,27.6756459403957,21.5017507061126,22.220775369896,23.9907739622469,23.7786426574732,20.559055878253,127,127,-0.205113241328754,3.22329729156688,1.50909202511906,0.949487432503588,0.0816784381480192,"False","False","sp|Q03626|MUG1_RAT"
130,25.2325281923275,25.1684665012844,26.0047268658367,24.5860693576479,26.2737653699599,26.3487263816481,24.0451599788858,21.9330094625573,24.4312337973594,25.3623075239784,26.0663029259574,27.537778191509,22.4501724424013,22.8058038861229,24.4400106599019,24.7228700541583,25.6666900777541,130,130,-1.45446707222332,1.43440969988984,-0.0100286861667378,0.983241106033482,0.988675037901831,"False","False","sp|Q3TTY0|PLB1_MOUSE"
1312,20.0506338537813,23.0377547189163,24.1300911679772,24.592791482478,24.3172451889137,23.2501840429331,21.5257205620989,22.9756664248834,20.3879762799914,23.1459027679095,24.4264308723795,23.0436297719408,23.7173042846861,23.4032626402268,25.9763325832426,20.4746347972524,22.3203929179655,1312,1312,-0.901821401686952,2.13589101126035,0.617034804786698,0.974419615794554,0.409694110948913,"False","False","HMPREF1011_01047"
1322,23.9563039209968,23.3813208820595,24.359437513925,21.9562389495965,23.5953071147661,23.4497805134542,22.0636794630575,24.9717391651302,23.4530829551201,21.8156123577555,23.7010916232086,24.6888476260918,23.3253047687675,25.5258612507018,21.308903916722,21.42379966635,24.7437323689673,1322,1322,-1.4590883546721,1.16195664306748,-0.148565855802307,0.981482965005351,0.816827692691254,"False","False","sp|Q6IUU3|QSOX1_RAT"
1323,23.8732660199059,24.3670065470355,22.7863906858901,25.1954776068421,22.3867613620025,23.7546179100952,25.066064547957,23.0511305938009,24.3785241382447,25.3141804923394,26.3404946111968,24.4469865894205,23.3581536338669,25.9795739523994,25.8104171868198,26.40919828652,23.6340339621929,1323,1323,0.12503366744075,2.45172836418729,1.28838101581402,0.925164387488772,0.0314277839376267,"False","False","sp|P08473|NEP_HUMAN"
1325,23.3650557995528,21.7470083292913,22.1125390923298,21.4450729585487,22.7673390712271,22.0110579612343,22.9623550443412,20.5479968465435,21.2977727050784,23.5419564625379,22.2159541809064,21.6029407556457,20.0424703005057,24.8113070702992,21.9019032017412,21.3363823374988,20.6491763445173,1325,1325,-1.2685828205482,1.23717263770638,-0.0157050914209123,0.983156828849227,0.979554938362828,"False","False","WP_035293836.1"
1330,28.0984362734394,28.1753999291248,27.7366150208358,27.9637957364724,28.2562361109918,27.7143074169891,28.0030949882638,27.8881849476076,28.4299628414315,27.086507545847,28.2081464121926,28.5238220937494,28.6848921107614,28.1399553501601,29.0044142608355,29.5277192845687,28.1560689293274,1330,1330,-0.484598796047257,1.25836178953977,0.386881496746259,0.973190989724248,0.368311584245507,"False","False","sp|Q64230|MEP1A_RAT"
1344,30.3399811305117,30.312969630855,30.5079403201028,30.8283553301808,30.4905933659721,30.3886136441089,30.6120670807106,30.1979694537291,31.178442340234,29.9377124008801,30.5544346920983,29.2473927791309,30.3986525764744,29.3792275619092,30.532690800395,31.2854402739317,30.7280780169503,1344,1344,-1.15363419102819,0.590223178380672,-0.281705506323757,0.97683476526605,0.510908736978053,"False","False","sp|Q7M758|NALDL_MOUSE"
1372,23.3574599196512,24.6060939644394,25.2313147637094,23.6549564218061,22.8540568307884,24.749474147931,21.8252728698987,24.4583320742501,19.1817224925466,21.7250200291946,24.1747388960605,22.1621346705953,22.0826087392915,22.4316039551067,22.8941819984907,20.2174678774454,23.3201736309943,1372,1372,-2.43609788886839,0.539484008158517,-0.948306940354936,0.965218193883076,0.200533696750779,"False","False","sp|Q5RBL1|GARS_PONAB"
1374,25.5871772263172,25.1653676467589,24.5180829956828,22.7311642529049,21.2055021385911,26.1973581631454,22.485911343773,23.7452568095144,20.6899126854921,24.6168466861073,23.8099253929553,25.4574590994566,21.4158794525914,21.3946945239289,19.0391252177161,20.733381981711,21.6329450691776,1374,1374,-3.14202990588673,0.483597981313385,-1.32921596228667,0.959946821348651,0.143098635788144,"False","False","sp|Q99KK7|DPP3_MOUSE"
1397,26.3179550927638,26.4341506372733,26.5760793200235,27.7704417344759,26.4487862228158,27.0107502966964,26.9237189080457,26.4649827192101,26.1176076926525,25.8534837750226,26.4249681749818,26.3044394263174,26.8961956717647,25.7526705101914,26.9473484561519,27.0124806110097,26.8716989582645,1397,1397,-1.02960973952775,0.697770552352194,-0.165919593587777,0.979945436185986,0.694993372631115,"False","False","sp|Q8R146|APEH_MOUSE"
1440,22.0836948636651,22.3773251961046,22.7339222836251,24.6015704689416,21.8145945911574,22.1733834368764,23.5051225731269,23.8977585981862,23.8161485175626,21.8931948607815,22.467492367456,24.8241324654071,24.2294353114194,22.412195612476,21.93529636178,23.0232233872888,22.2283034760744,1440,1440,-1.25096890515527,1.00350502599362,-0.123731939580829,0.981548083004459,0.822536799940971,"False","False","WP_016282673.1"
1447,21.8736573816407,21.5261462591092,22.6105182225529,21.6695927132102,20.6929832113078,19.7546363601564,22.4871538256317,22.7722193161847,22.7731508802651,20.9158509383934,19.1130528190945,18.2517366572993,18.9145778368057,20.974182091558,20.3287822875819,20.5843680062093,20.853725306036,1447,1447,-2.94089754498588,-0.666157507060445,-1.80352752602316,0.810183295646176,0.00325061110285,"False","False","SRS054956.19447-T1-C"
1466,24.4240611828117,24.4335527145824,24.5681722525135,24.0247626168557,25.2221275560267,22.3164420248521,24.928875927793,23.8819144518422,22.3068040548198,24.6334056375145,21.9402089130662,20.4829664595372,24.5044950320608,20.2370955648164,20.3707395472637,22.3444882616559,23.6208622498452,1466,1466,-3.14768173595177,-0.342466799185424,-1.7450742675686,0.903450993749214,0.0169315526191036,"False","False","WP_089992804.1"
1483,24.0189621595505,25.8749466034431,24.6584417917073,22.6974325520439,24.5989211437779,25.867170128025,22.2558232969196,25.3035222721086,20.6173069281285,23.1932716251532,25.2227472270504,24.9655335259245,22.4856030740524,21.4166016931327,22.8998057037017,23.2823366499072,22.7375997267965,1483,1483,-2.18429521429772,0.759052937237489,-0.712621138530118,0.971773577560393,0.32724483034961,"False","False","CUY_3916"
150,22.7214081831708,21.7605721494045,22.121881585525,21.198345517002,23.5592667985896,24.2389010573774,20.0727214267153,21.7600665168197,20.9018781661763,21.7264418664408,22.1069258176639,20.9266152384432,22.9293252386652,21.506398145776,20.0618523869787,20.0140449960966,21.3289383839018,150,150,-1.9223291767881,0.498011050661715,-0.71215906306319,0.967534818549883,0.236080014938158,"False","False","sp|Q00519|XDH_MOUSE"
1507,22.2871661935579,21.4720740117429,23.9867730754938,23.4560294833397,21.8066361503829,21.3398086924851,22.7004987731288,22.0578384028887,23.4650888104625,21.1322599801422,18.7787252621471,21.5164608571781,18.6424854011236,22.8494763069059,22.5545167196188,21.2315200390043,18.5214049081728,1507,1507,-3.20828934700023,-0.500979082978193,-1.85463421498921,0.876715971779367,0.00935376628405707,"False","False","BRYFOR_06357"
1510,21.7012899614459,24.2383031953722,22.1027526542567,21.9296318946116,24.0339721492064,23.4908267669376,21.0181465125942,22.7907639019661,23.2265778562604,23.3701580479021,26.6300274952084,24.8245528726493,21.9790612406118,25.3349414218477,27.3053371481126,24.2544368506882,22.7068098416632,1510,1510,0.396319352181318,3.25339745690036,1.82485840454084,0.897093907287146,0.0145043226179484,"False","False","WP_071932136.1"
1515,24.6789714915615,24.9540819318423,23.1074547968383,20.8487245536021,28.0565040604777,24.3838065145163,20.0305607253741,22.6076028073127,20.8985947452007,24.5325194809247,24.6905492765947,23.5913925692908,22.3229948183765,22.2096053716914,20.5512304204203,22.4661999636055,23.4554230491868,1515,1515,-2.13922750053752,1.52391698767669,-0.307655256430412,0.980440424548365,0.731622367169204,"False","False","sp|Q27970|CAN1_BOVIN"
1522,27.3027183838478,27.0599460934685,27.3938117511182,23.234008412591,23.7708655940878,26.6856323380251,23.3589380724394,24.6066651185021,22.7471638760923,23.7554702400305,23.5439819360194,21.4173591158913,22.6574257474306,24.1506949508567,24.6022466835151,22.4028551546755,25.4030096173401,1522,1522,-3.18369506968794,-0.090766211132729,-1.63723064041034,0.931454312849931,0.0389017444051292,"False","False","sp|Q28046|ADSV_BOVIN"
1524,23.5885814031817,26.081258691089,24.4918642254752,23.317485209104,24.5896464037589,24.5075299667509,24.9313602651903,24.5905075011731,23.3075975933404,24.7091756520612,24.5635793455028,21.4510994033017,24.1264725809829,24.3176434984411,23.3461691814512,23.8287039357638,20.7996318229375,1524,1524,-2.21177891079605,0.240546375003606,-0.985616267896223,0.955333147963948,0.110021584622719,"False","False","WP_051656758.1"
1528,23.0154162434699,23.495404314305,23.6130013048351,22.6173096188427,21.5729416496016,25.3447592404946,23.0073394052022,22.2989743039718,23.1581661858837,20.1383818062754,20.2689588366184,19.9259571283077,21.8123966920171,19.0204211595483,20.4780901948137,18.9990145468887,20.7296190840917,1528,1528,-4.05283438101503,-1.85358070497954,-2.95320754299728,0.126035833149774,1.12215929443333e-05,"True","True","WP_016302168.1"
1534,23.0688807593516,23.0383347944047,22.6732236601087,22.3529467353171,21.6556743992427,24.3583833892259,21.1590053042047,24.510877325471,21.8054589192978,23.3465448429331,21.3975200549731,20.5239294436517,20.776616962538,22.2900984600656,22.7156635561988,20.7429623252296,21.7531077730294,1534,1534,-2.20746369352489,0.122344484485467,-1.04255960451971,0.948256689257191,0.0770439333346993,"False","False","WP_092246470.1"
154,18.2394819917156,19.6839643636773,19.3867971404413,20.8871670561347,18.2856911913301,19.69020093165,20.079902700261,19.7020627444156,20.0261181463212,21.7526795435687,21.1849346502905,23.6677476081829,19.4106687232199,20.1601656448413,18.2947374031841,19.9767808581924,21.698878435357,154,154,-0.073907426872416,2.50358091781567,1.21483674547163,0.943965218175253,0.0634897485088718,"False","False","SRS023971.6503-T1-C"
1545,30.4315733613116,30.6152178405563,29.9507007174204,30.6473055690981,30.2509556598561,30.1776071846995,30.458705379847,29.8606966042279,30.766534650557,29.3317818773515,30.1244862116307,30.9405278906929,30.8304237655974,30.2570865268505,30.5631394452107,31.448688646645,30.4030122979343,1545,1545,-0.722737572112266,0.995458244796304,0.136360336342019,0.980624379951833,0.745840214581354,"False","False","sp|Q61847-2|MEP1B_MOUSE"
1553,23.9345350346504,21.1848111913622,24.6704226410484,25.1613165177512,23.9423452756716,23.534487887278,24.3509157853953,24.8134656258705,23.6869322959757,22.0740372304812,19.9629510607929,19.7371582018775,22.3134111892712,20.1803414062243,20.9357297870002,20.3258017178235,24.6899249989593,1553,1553,-4.01790442755384,-1.26708606433941,-2.64249524594662,0.63477059646755,0.00058728048880915,"False","False","WP_072852947.1"
1567,25.1715936436567,24.7833396944226,25.5899431959478,22.3446242484024,25.6742523804082,25.9388571072034,24.9374529823098,24.4201512512261,24.0818790832986,24.9571379629964,24.6437521709177,24.1163996490747,24.8682010437409,22.9110823444121,24.2852948976964,24.9135201534039,24.2922807645372,1567,1567,-1.46071760620845,0.664947389153151,-0.39788510852765,0.975391400446652,0.446920284505936,"False","False","sp|P48147|PPCE_HUMAN"
158,24.612187061926,26.6827672373441,24.4080979538231,24.9648016952947,27.0974015697846,23.7333774300698,25.6171354408021,28.006458914919,25.6450673196792,24.8258707983276,24.3702685521485,26.9475061868973,27.871147060822,25.4313237470941,24.5174508555422,25.7681945995204,25.0477901640373,158,158,-1.34904957103012,1.26231653465134,-0.0433665181893907,0.982837792203745,0.945866168311666,"False","False","sp|Q50JE5|ACE_MESAU"
16,23.7560593617646,24.57854712094,23.7077839670629,24.65860184758,21.6441837176295,23.7650618582124,22.1706567739859,24.0345644936277,23.6588628127951,23.3286243940351,21.3613869652537,21.746400736842,23.4999082783793,25.3730675859476,24.2928323182606,22.7146224281909,20.9294173506571,16,16,-1.92437312092923,0.630533256743392,-0.646919932092921,0.97094359513323,0.306029805011908,"False","False","sp|Q9QXS1|PLEC_MOUSE"
163,29.3183989867897,29.3581319687321,28.8199348238012,28.8991520275129,28.9363178444838,28.773027583106,29.3460814768073,28.5803702173269,30.0384173771481,29.1705988058595,29.883511000368,29.942595056688,29.9013815904478,30.0266683913841,30.197374984641,30.0362883482639,29.4564554477669,163,163,-0.121026567489772,1.53700446146502,0.707988946987626,0.951607682059843,0.0906284355576045,"False","False","sp|E9Q7P9|CDHR2_MOUSE"
1650,23.5388682236288,22.8384924427145,22.6509748051846,21.7778661027508,23.1171444853629,22.0156018702783,22.386368530058,21.4571874705171,22.766603111577,22.8081403249813,21.8348988206229,22.0066873289609,25.965458047597,22.2661657329245,23.1541187510424,23.5156790272934,23.3025809164001,1650,1650,-0.517348162786756,1.71986772422636,0.601259780719801,0.969717370137982,0.27796454393221,"False","False","BACCAP_03474"
1671,22.9833628020644,20.4081172006203,23.210287416979,22.3176033412386,22.6470824414042,22.0282443449471,20.0707957393532,23.2950738531119,22.957494426999,20.0574351996076,20.9889931933683,20.6025058670035,22.6204997397784,23.2898386462139,22.2650967801571,23.3274635583328,22.3248614736873,1671,1671,-1.51670563409186,0.959643344914022,-0.278531144588921,0.979235251860603,0.646344050288804,"False","False","SRS014923.39994-T1-C"
1672,29.2052986025022,28.6902386804094,29.2649774135511,30.234396337871,28.7178602898073,28.5894364533365,29.7335137257827,27.3758741055287,29.5934519693044,28.2012202985908,28.4650306419002,26.7317612071332,30.0804036020687,30.2060026971203,29.5886481692339,29.7718499252907,29.1135681687185,1672,1672,-1.13619135182038,1.08580195642484,-0.0251946976977706,0.983001819650064,0.963022460914782,"False","False","SRS012273.71435-T1-C"
